Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,DOI,Microsoft Academic ID
127-856-256-427-299,Extending Volunteered Geographic Information (VGI) with Geospatial Software as a Service: Participatory Asset Mapping Infrastructures for Urban Health,2019-10-11,2019,book chapter,Geospatial Technologies for Urban Health,25228005; 25228013,Springer International Publishing,,Marynia Kolak; Michael Steptoe; Holly Manprisio; Lisa Azu-Popow; Megan Hinchy; Geraldine Malana; Ross Maciejewski,"Community asset mapping is an essential step in public health practice for identifying community strengths, needs, and urban health intervention strategies. Community-based Volunteered Geographic Information (VGI) could facilitate customized asset mapping to link free and accessible technologies with community needs in a mutually shared, knowledge-producing process. To address this issue, we demonstrate a participatory asset mapping infrastructure developed with a Chicago community using VGI concepts, participatory design principles, and geospatial Software as a Service (SaaS) using a suite of free and/or open tools. Participatory mapping infrastructures using decentralized system architecture can link data and mapping services, transforming siloed datasets to integrated systems managed and shared across multiple organizations. The final asset mapping infrastructure includes a flexible and cloud-based data management system, an interactive web map, and community asset data stream. By allowing for a dynamic, reproducible, adaptive, and participatory asset mapping system, health systems infrastructures can further support community health improvement frameworks by facilitating shared data and decision support implementations across health partners. Such “community-engaged VGI” is essential in integrating previously siloed data systems and facilitating means of collaboration with health systems in urban health research and practice.",,,209,230,Decision support system; Data management; Software as a service; Implementation; Community health; Participatory design; Computer science; Knowledge management; Volunteered geographic information; Geospatial analysis,,10.1007/978-3-030-19573-1_11,2980270751
127-864-703-634-987,Recreational activities in urban parks: Spatial interactions among users,,2016,journal article,Journal of Outdoor Recreation and Tourism,22130780,Elsevier BV,Netherlands,Teresa Santos; R. Nogueira Mendes; A. Vasco,"Abstract The goal of the present paper is to analyze spatial overlap and social conflicts between mountain bikers and runners in an Urban Green Park. The methodology uses publicly available volunteer geographic information, compiled in a spatial database with places (tracks) where these activities occur, in order to measure the use intensity. Results show: (1) the rate of biker and runner compliance with the park's trails, and (2) places where potential conflicts among users are likely to happen. Profiling user's preferences can help managers and decision makers to design proper infrastructure for outdoor activities. Strategic management errors can be avoided by knowing user preferences in urban parks, and by offering improved conditions which meet the expectations and needs of different user groups. Management implications This paper presents an efficient method to detect spatial overlaps between different recreational activities which is useful when financial and personnel resources for monitoring visitors in recreational urban green areas are scarce. The dataset comprises Volunteer Geographic Information, publicly available through web sharing services. It constitutes an alternative or a complementary data base compared to direct survey methods. The study revealed the suitability of this methodological approach for the two most popular outdoor recreation activities within urban parks – mountain biking and running.",15,9,1,9,Environmental resource management; Recreation; Human factors and ergonomics; Profiling (computer programming); Spatial database; Geography; Poison control; Survey methodology; Strategic management; Social conflict,,10.1016/j.jort.2016.06.001,2479064544
127-886-786-330-037,AN INVENTORY DATABASE FOR GEOEDUCATIONAL OUTREACH BASED ON VOLUNTEERED GEOGRAPHIC INFORMATION (VGI) APPROACH IN MALAYSIA,2018-12-29,2018,journal article,GeoJournal of Tourism and Geosites,20651198; 20650817,Asociatia de Geografie,Romania,Simon Norbert; Ali Che Aziz; Sarman Marilah; Badang Dana; Unjah Tanot; Rahman Mat Niza,,23,3,684,701,World Wide Web; Outreach; Volunteered geographic information,,10.30892/gtg.23306-320,2896100550
128-110-791-245-978,Leveraging the power of place in citizen science for effective conservation decision making,,2017,journal article,Biological Conservation,00063207,Elsevier BV,Netherlands,Greg Newman; Mark Chandler; M. Clyde; Bridie McGreavy; Muki Haklay; Heidi L. Ballard; Steven Gray; Russell Scarpino; R. Hauptfeld; David Thomas Mellor; J. Gallo,"Many citizen science projects are place-based - built on in-person participation and motivated by local conservation. When done thoughtfully, this approach to citizen science can transform humans and their environment. Despite such possibilities, many projects struggle to meet decision-maker needs, generate useful data to inform decisions, and improve social-ecological resilience. Here, we define leveraging the ‘power of place’ in citizen science, and posit that doing this improves conservation decision making, increases participation, and improves community resilience. First, we explore ‘place’ and identify five place dimensions: social-ecological, narrative and name-based, knowledge-based, emotional and affective, and performative. We then thematically analyze 134 case studies drawn from CitSci.org (n = 39), The Stewardship Network New England (TSN-NE; n = 39), and Earthwatch (n = 56) regarding: (1) use of place dimensions in materials (as one indication of leveraging the power of place), (2) intent for use of data in decision-making, and (3) evidence of such use. We find that 89% of projects intend for data to be used, 46% demonstrate no evidence of use, and 54% provide some evidence of use. Moreover, projects used in decision making leverage more (t = − 4.8, df = 117; p < 0.001) place dimensions (View the MathML source= 3.0; s = 1.4) than those not used in decision making (View the MathML source= 1.8; s = 1.2). Further, a Principal Components Analysis identifies three related components (aesthetic, narrative and name-based, and social-ecological). Given these findings, we present a framework for leveraging place in citizen science projects and platforms, and recommend approaches to better impart intended outcomes. We discuss place in citizen science related to relevance, participation, resilience, and scalability and conclude that effective decision making as a means towards more resilient and sustainable communities can be strengthened by leveraging the power of place in citizen science.",208,,55,64,Environmental resource management; Psychological resilience; Sustainable community; Citizen science; Narrative; Sustainability science; Public participation; Community resilience; Open data; Knowledge management,,10.1016/j.biocon.2016.07.019,2509089500
128-448-195-196-442,"Harnessing the power of volunteers, the internet and Google Earth to collect and validate global spatial information using Geo-Wiki",,2015,journal article,Technological Forecasting and Social Change,00401625,Elsevier BV,Netherlands,Linda See; Steffen Fritz; Christoph Perger; Christian Schill; Ian McCallum; Dmitry Schepaschenko; Martina Duerauer; Tobias Sturn; Mathias Karner; Florian Kraxner; Michael Obersteiner,"Abstract Information about land cover and land use is needed for a wide range of applications such as nature protection and biodiversity, forest and water management, urban and transport planning, natural hazard prevention and mitigation, monitoring of agricultural policies and economic land use modelling. A number of different remotely-sensed global land cover products are available but studies have shown that there are large spatial discrepancies between these different products when compared. To address this issue of land cover uncertainty, a tool called Geo-Wiki was developed, which integrates online and mobile applications, high resolution satellite imagery available from Google Earth, and data collection through crowdsourcing as a mechanism for validating and improving globally relevant spatial information on land cover and land use. Through its growing network of volunteers and a number of successful data collection campaigns, almost 5 million samples of land cover and land use have been collected at many locations around the globe. This paper provides an overview of the main features of Geo-Wiki, and then using a series of examples, illustrates how the crowdsourced data collected through Geo-Wiki have been used to improve information on land cover and land use.",98,,324,335,Environmental resource management; Data collection; Spatial analysis; Satellite imagery; Land cover; Computer science; Land use; Volunteered geographic information; Land information system; Crowdsourcing,,10.1016/j.techfore.2015.03.002,2035881173
128-608-524-406-982,Mapping Gated Communities: An Empirical Assessment of Wikimapia Data Quality,,2020,journal article,International Journal of Applied Geospatial Research,19479654; 19479662,IGI Global,United States,Zia Salim,"<jats:p>The widespread proliferation of different types of volunteered geographic information (VGI) is noteworthy as is its potential application to urban studies. However, questions of data quality still remain. In some parts of the Middle East, gated communities have proliferated rapidly, but relatively little is known about their extent or spatial distribution. This case study of gated communities in the state of Bahrain assesses the quality of Wikimapia, a form of VGI, in accurately identifying elements of urban structure (e.g., gated communities) in an urban context from the Global South. Wikimapia demonstrated high levels of positional accuracy and relatively high levels of attribute accuracy. Identifying the locations of gated communities provides a foundation from which other research questions about segregated housing, fragmentation, and socioeconomic polarization can be addressed. These results highlight Wikimapia's potential as a data source for urban research, particularly in data-poor and non-Western/Northern contexts.</jats:p>",11,3,48,67,Geography; Data quality; Data science; Empirical assessment,,10.4018/ijagr.2020070104,3037726991
128-882-478-421-293,Damage assessment of the urban environment during disasters using volunteered geographic information,2017-08-07,2017,book chapter,Big Data for Regional Science,,Routledge,,Carolynne Hultquist; Elena Sava; Guido Cervone; Nigel Waters,,,,214,228,Geography; Urban environment; Volunteered geographic information; Environmental planning,,10.4324/9781315270838-18,2904678299
128-895-010-513-494,Improvement of Disability Rights via Geographic Information Science,2020-07-19,2020,journal article,Sustainability,20711050,MDPI AG,Switzerland," Kocaman; Nadire Ozdemir","<jats:p>Rights, legal regulations, and practices often arise from societal and scientific developments, and societal transformations may originate from new legal regulations as well. Basic rights can be re-defined with advancements in science and technology. In such an evolutional loop, where mutual supply is obvious, combined legal and technological frameworks should be exercised and developed for practicing human rights. The main aim of this article is to propose a conceptual and methodological framework for the improvement of disability rights in the light of recent advancements in geographic information science (GIScience), in particular for those with motor disabilities, for whom questions related to “where” are essential. The concept of disability is discussed, considering different aspects, and a new methodological framework is proposed in which Geographic Information Systems (GIS), volunteered geographic information (VGI) and citizen science are at the core. In order to implement the framework at the national and international levels, a spatial data model should be developed first. The new data collection and interpretation approaches based on VGI, citizen science, and machine learning methods may help to realize equal rights for people with motor disabilities, by enabling improved access to education, health, and travel.</jats:p>",12,14,5807,,Data collection; Sociology; Spatial analysis; Human rights; Citizen science; Data science; Social equality; Geographic information system; Volunteered geographic information,,10.3390/su12145807,3043003269
129-338-276-165-110,µ-shapes: Delineating urban neighborhoods using volunteered geographic information,2016-06-19,2016,journal article,Journal of Spatial Information Science,1948660x,Journal of Spatial Information Science,United States,Matt Aadland; Christopher Farah; Kevin Magee,"Urban neighborhoods are a unique form of geography in that their boundaries rely on a social definition rather than a well-defined physical or administrative boundary.  Currently, geographic gazetteers capture little more than then the centroid of a neighborhood, limiting potential applications of the data. In this paper, we present µ-shapes, an algorithm that employs fuzzy-set theory to model neighborhood boundaries suitable for populating gazetteers using volunteered geographic information (VGI). The algorithm is evaluated using a reference dataset and VGI from the Map Kibera Project. A confusion matrix comparison between the reference dataset and µ-shape's output demonstrated high sensitivity and accuracy. Analysis of variance indicated that the algorithm was able to distinguish between boundary and interior blocks. This suggests that, given the existing state of GIS technology, the µ-shapes algorithm can enable neighborhood-related queries that incorporate spatial uncertainty, e.g., find all restaurants within the core of a neighborhood",2016,12,29,43,Data mining; Confusion matrix; Centroid; Limiting; Geography; Reference dataset; Volunteered geographic information,,10.5311/josis.2016.12.240,1526600180
129-670-462-430-912,"Using Volunteered Geographic Information to Assess the Spatial Distribution of West Nile Virus in Detroit, Michigan",,2011,journal article,International Journal of Applied Geospatial Research,19479654; 19479662,IGI Global,United States,Kevin P. McKnight; Joseph P. Messina; Ashton Shortridge; Meghan D. Burns; Bruce Wm. Pigozzi,"West Nile Virus is a vector-borne flavivirus that affects mainly birds, horses, and humans. The disease emerged in the United States in 1999 and by 2001 had reached Michigan. In clinical human cases, the most common symptoms are fever, weakness, nausea, headache, and changes in mental state. The crow is the most common wildlife host in the life cycle of the virus. The state of Michigan, through the Michigan Department of Community Health, collected the spatial locations of over 8,000 dead birds Corvidae, statewide, during 2002. The large number of samples made spatial and temporal hotspot detection possible. However, the volunteer reporting method produced a dataset with a direct correlation between the numbers and locations of the dead birds and human population density and accurately identifying hotspots remains a challenge. Geographic variation in dead bird intensity was modeled using both global and local spatial clustering algorithms. Statistical models identified overall spatial structure and local clustering. Identification of hotspots was confounded by limited information about the collection procedures, data availability and quality, and the limitations of each method.",2,3,72,85,Spatial analysis; Population density; Geography; Hotspot (Wi-Fi); Spatial distribution; Corvidae; Flavivirus; Wildlife; Volunteered geographic information; Cartography,,10.4018/jagr.2011070105,2003479201
129-728-516-204-793,Classification of Traffic Events in Mexico City Using Machine Learning and Volunteered Geographic Information,,2019,book chapter,"Knowledge-Intensive Economies and Opportunities for Social, Organizational, and Technological Growth",23267607; 23267615,IGI Global,,Magdalena Saldana-Perez; Miguel Torres-Ruiz; Marco Moreno-Ibarra,"<jats:p>Volunteer geographic information and user-generated content represents a source of updated information about what people perceive from their environment. Its analysis generates the opportunity to develop processes to study and solve social problems that affect the people's lives, merging technology and real data. One of the problems in urban areas is the traffic. Every day at big cities people lose time, money, and life quality when they get stuck in traffic jams; another urban problem derived from traffic is air pollution. In the present approach, a traffic event classification methodology is implemented to analyze VGI and internet information related to traffic events with a view to identify the main traffic problems in a city and to visualize the congested roads. The methodology uses different computing tools and algorithms to achieve the goal. To obtain the data, a social media and RSS channels are consulted. The extracted data texts are classified into seven possible traffic events, and geolocalized. In the classification, a machine learning algorithm is applied. </jats:p>",,,141,162,Mexico city; Computer science; Volunteered geographic information; Cartography,,10.4018/978-1-5225-7347-0.ch008,2891801823
129-866-059-120-628,“I Don’t Come from Anywhere”: Exploring the Role of the Geoweb and Volunteered Geographic Information in Rediscovering a Sense of Place in a Dispersed Aboriginal Community,2012-06-29,2012,book chapter,Crowdsourcing Geographic Knowledge,,Springer Netherlands,,Jon Corbett,"This chapter explores the role of participatory mapping, the geoweb, and volunteered geographic information in rediscovering a sense of place within a physically dispersed Aboriginal community, the Tlowitsis Nation from Northern Vancouver Island. Centered on a community-based research project, this chapter examines how the participatory geoweb might be used by Tlowitsis members to better understand and reconnect with their land-related knowledge, as well as examine the ways in which these technologies serve to re-present place-based memories and facilitate dialogue amongst community members located in different geographic settings.",,,223,241,Sense of place; Citizen journalism; Geography; Geoweb; Media studies; Participatory mapping; Aboriginal community; Geographic information system; Knowledge management; Volunteered geographic information; Collective memory,,10.1007/978-94-007-4587-2_13,39083425
130-167-840-435-639,Turkey OpenStreetMap Dataset - Spatial Analysis of Development and Growth Proxies,2019-04-09,2019,journal article,Open Geosciences,23915447,Walter de Gruyter GmbH,Germany,Mohammed Zia; Ziyadin Cakir; Dursun Zafer Seker,"<jats:title>Abstract</jats:title>; <jats:p>Number of studies covering major data aspects of OpenStreetMap (OSM) for developed cities and countries are available in scientific literature. However, this is not the case for developing ones mainly because of low data availability in OSM. This study presents a time-series spatial analysis of Turkey OSM dataset, a developing country, between the year 2007 and 2015 to understand how the dataset has developed with time and space. Five different socio-economic factors of the region are tested to find their relationship, if any, with dataset growth. An east-west spatial trend in data density is observed within the country. <jats:italic>Population Density</jats:italic> and <jats:italic>Literacy Level</jats:italic> of the region are found be the factors controlling it. It has also been observed that the street network of the region has followed the Exploration and Densification evolutionary model. High participation inequality is found within the OSM mappers, with only 5 of them responsible for the country’s 50% geo-data upload. Furthermore, it is found that these mappers use other Volunteered Geographic Information (VGI) and government open-dataset to feed into OSM. This study is believed to bring some high level insights of OSM for a developing country which would be useful for geographers, open-data policy makers, VGI projects planners and data-curators to structure and deploy similar future projects.</jats:p>",11,1,140,151,Geography; Cartography,,10.1515/geo-2019-0012,2940206239
130-574-630-748-643,Volunteered Geographic Information Generates New Spatial Understandings of Covid-19 in Fortaleza,,2020,journal article,Journal of Latin American Geography,15485811; 15452476,Project Muse,United States,Adryane Gorayeb; Jader de Oliveira Santos; Hércules Gabriel Nascimento da Cunha; Regina Balbino da Silva; Wallason Farias de Souza; Romullo D. Pereira Mesquita Pereira Mesquita; Lucas da Silva Libério; Francisco Douglas de Sousa Silva; Sarah Luana Maia do Nascimento; Christian Martins Mota; Paulo Ricardo Gorayeb; Narcélio de Sá Pereira Filho,"In this essay we analyze the spatial distribution of Covid-19 in the city of Fortaleza, North-eastern Brazil, using participatory mapping techniques We then evaluate why people are not adequately fulfilling social isolation",19,3,260,271,Geography; Social isolation; Participatory mapping; 2019-20 coronavirus outbreak; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Coronavirus disease 2019 (COVID-19); Volunteered geographic information; Cartography,,10.1353/lag.2020.0048,3033747917
130-764-055-081-367,Classification of Building Function Using Available Sources of Vgi,2018-09-19,2018,journal article,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,,Cidália Costa Fonte; Marco Minghini; Vyron Antoniou; Joaquim Patriarca; Linda See,"Abstract. This paper examines the feasibility of using data from OpenStreetMap (OSM), Facebook and Foursquare as a source of information on the function of buildings. Such information is rarely openly available and if available, would vary between cities by nomenclature, making comparisons between places difficult. Volunteered Geographic Information (VGI) including data from social media represents new potential sources of building function data that have not yet been exploited for this purpose. Using a part of the city of Milan as the study area, building data from OSM and points of interest (POIs) from OSM, Facebook and Foursquare were extracted to derive the building function. This resulted in the classification of building function for more than 80 % of the buildings and demonstrated that both Facebook and Foursquare can complement the building function derived from OSM, helping to fill in missing gaps. This preliminary study has demonstrated the potential of this approach for deriving building function information from open data in a simple way yet still requires independent validation with alternative sources as well as extension to other areas that have different amounts of OSM and social media coverage.",624,,209,215,Point of interest; Data science; Open data; Computer science; Social media; Volunteered geographic information,,,2890748660
131-426-381-623-381,Shared Data Sources in the Geographical Domain: A Classification Schema and Corresponding Visualization Techniques,2019-05-27,2019,journal article,ISPRS International Journal of Geo-Information,22209964,MDPI AG,Switzerland,Franz-Benjamin Mocnik; Christina Ludwig; A. Yair Grinberger; Clemens Jacobs; Carolin Klonner; Martin Raifer,"People share data in different ways. Many of them contribute on a voluntary basis, while others are unaware of their contribution. They have differing intentions, collaborate in different ways, and they contribute data about differing aspects. Shared Data Sources have been explored individually in the literature, in particular OpenStreetMap and Twitter, and some types of Shared Data Sources have widely been studied, such as Volunteered Geographic Information (VGI), Ambient Geographic Information (AGI), and Public Participation Geographic Information Systems (PPGIS). A thorough and systematic discussion of Shared Data Sources in their entirety is, however, still missing. For the purpose of establishing such a discussion, we introduce in this article a schema consisting of a number of dimensions for characterizing socially produced, maintained, and used ‘Shared Data Sources,’ as well as corresponding visualization techniques. Both the schema and the visualization techniques allow for a common characterization in order to set individual data sources into context and to identify clusters of Shared Data Sources with common characteristics. Among others, this makes possible choosing suitable Shared Data Sources for a given task and gaining an understanding of how to interpret them by drawing parallels between several Shared Data Sources.",8,5,242,,Semantics; Creative visualization; Schema (psychology); Data science; Parallels; Individual data; Visualization; Computer science; Public participation GIS; Volunteered geographic information,,10.3390/ijgi8050242,2947736071
131-649-746-347-059,VGDI – Advancing the Concept: Volunteered Geo-Dynamic Information and its Benefits for Population Dynamics Modeling,2016-04-29,2016,journal article,Transactions in GIS,13611682; 14679671,Wiley,United Kingdom,Christoph Aubrecht; Dilek Ozceylan Aubrecht; Joachim Ungar; Sérgio Freire; Klaus Steinnocher,"The concept of Volunteered Geographic Information (VGI) has progressed from being an exotic prospect to making a profound impact on GIScience and geography in general, as initially anticipated. However, while massive and manifold data is continuously produced voluntarily and applications are built for information and knowledge extraction, the initially introduced concept of VGI lacks certain methodological perspectives in this regard which have not been fully elaborated. In this article we highlight and discuss an important gap in this concept, i.e. the lack of formal acknowledgment of temporal aspects. By coining the proposed advanced framework ‘Volunteered Geo-Dynamic Information’ (VGDI), we attempt to lay the ground for full conceptual and applied spatio-temporal integration. To illustrate that integrative approach of VGDI and its benefits, we describe the potential impact on the field of dynamic population distribution modeling. While traditional approaches in that domain rely on survey-based data and statistics as well as static geographic information, the use of VGDI enables a dynamic setup. Foursquare venue and user check-in data are presented for a test site in Lisbon, Portugal. Two core modules of spatio-temporal population assessment are thereby addressed, namely time use profiling and target zone characterization, motivated by the potential integration in existing population dynamics frameworks such as the DynaPop model.",21,2,253,276,Knowledge extraction; Profiling (computer programming); Data science; Population; Test site; Dynamic population; Potential impact; Computer science; Volunteered geographic information,,10.1111/tgis.12203,2345859827
131-911-709-570-199,Heuristics for spatial finding using iterative mobile crowdsourcing,2016-04-17,2016,journal article,Human-centric Computing and Information Sciences,21921962,Springer Science and Business Media LLC,United States,Seng Wai Loke,,6,1,61,,Machine learning; Data mining; Heuristics; Artificial intelligence; Neighbourhood (mathematics); Computing Methodologies; Improved performance; Computer science; Crowdsourcing; Cluster analysis; Point process,,10.1186/s13673-016-0061-6,2341943887
132-151-415-414-497,The OpenStreetMap folksonomy and its evolution,2017-07-03,2017,journal article,Geo-spatial Information Science,10095020; 19935153,Informa UK Limited,United Kingdom,Franz-Benjamin Mocnik; Alexander Zipf; Martin Raifer,"AbstractThe comprehension of folksonomies is of high importance when making sense of Volunteered Geographic Information (VGI), in particular in the case of OpenStreetMap (OSM). So far, only little research has been conducted to understand the role and the evolution of folksonomies in VGI and OSM, which is despite the fact that without a comprehension of the folksonomies the thematic dimension of data can hardly be used. This article examines the history of the OSM folksonomy, with the aim to predict its future evolution. In particular, we explore how the documentation of the OSM folksonomy relates to its actual use in the data, and we investigate the historical and future scope and granularity of the folksonomy. Finally, a visualization technique is proposed to examine the folksonomy in more detail.",20,3,219,230,Information retrieval; Folksonomy; Actual use; Visualization; Computer science; Comprehension; Documentation; Volunteered geographic information; Thematic map,,10.1080/10095020.2017.1368193,2756229913
132-243-193-110-153,Public Perception of Urban Air Quality Using Volunteered Geographic Information Services,2020-10-14,2020,journal article,Urban Planning,21837635,Cogitatio,,Sonja Grossberndt; Philipp Schneider; Hai-Ying Liu; Mirjam Fredriksen; Nuria Castell; Panagiota Syropoulou; Alena Bartoňová,"<jats:p>Investigating perceived air quality (AQ) in urban areas is a rather new topic of interest. Papers presenting results from studies on perception of AQ have thus far focused on the individual characteristics leading to a certain AQ perception or have compared personal perception with on-site measurements. Here we present a novel approach, namely applying volunteered geographic information (VGI) technologies in urban AQ monitoring. We present two smartphone applications that have been developed and applied in two EU projects (FP7 CITI-SENSE and H2020 hackAIR) to obtain citizens’ perception of AQ. We focus on observations reported through the smartphone apps for the greater Oslo area in Norway. In order to evaluate whether the reports on perceived AQ contain information about the actual spatial patterns of AQ, we carried out a comparison of the perception data against the output from the high-resolution urban AQ model EPISODE. The results indicate an association between modelled annual average pollutant concentrations and the provided perception reports. This demonstrates that the spatial patterns of perceived AQ are not entirely random but follow to some extent what would be expected due to proximity of emission sources and transport. This information shows that VGI about citizens’ perception of AQ has the potential to identify areas with low environmental quality for urban development.</jats:p>",5,4,45,58,Environmental resource management; Air quality index; Spatial ecology; Geography; Perception; Annual average; Smartphone application; Urban planning; Volunteered geographic information; Environmental quality,,10.17645/up.v5i4.3165,3093079568
132-462-317-939-618,The Crowd is the Territory: Assessing Quality in Peer-Produced Spatial Data During Disasters,2018-01-30,2018,journal article,International Journal of Human–Computer Interaction,10447318; 15327590,Informa UK Limited,United States,T. Jennings Anderson; Robert Soden; Brian Keegan; Leysia Palen; Kenneth M. Anderson,"Today, disaster events are mobilizing digital volunteers to meet the data needs of those on the ground. One form of this crowd work is Volunteered Geographic Information. This peer-produced spatial...",34,4,295,310,Spatial analysis; Geography; Data science; Data needs; Volunteered geographic information,,10.1080/10447318.2018.1427828,2793753603
133-710-610-907-566,Neogeography and Volunteered Geographic Information: A Conversation with Michael Goodchild and Andrew Turner:,,2013,journal article,Environment and Planning A: Economy and Space,0308518x; 14723409,SAGE Publications,United Kingdom,Matthew W. Wilson; Mark Graham,,45,1,10,18,Sociology; Cognitive science; Neogeography; Conversation; Media studies; Volunteered geographic information,,10.1068/a44483,1964109638
134-275-819-388-704,VGI in Education: From K-12 to Graduate Studies,2012-06-29,2012,book chapter,Crowdsourcing Geographic Knowledge,,Springer Netherlands,,Thomas Bartoschek; Carsten Keßler,"Volunteered geographic information (VGI) is making its way into an increasing number of fields within geographic information science. This development has raised a need to cover VGI at various educational levels, which has led to a number of new classes on VGI ranging from elementary through secondary school to undergraduate and graduate university curricula. In this chapter, we give an overview of the state of the art of VGI in education at these different levels. We outline different ways of introducing VGI in class. Specifically, we have investigated the long-term effects of using VGI in education to find out whether students who have come across VGI in class remain interested in the topic and engage in the communities. For this purpose, we have created a survey that was circulated among students of past VGI classes at different levels. The evaluation of the 202 completed surveys gives an overview of motivations and impediments with respect to different VGI platforms. We conclude with recommendations for the future development of curricula covering volunteered geographic information.",,,341,360,Geomatics; Geography; Data science; Geographic information system; Curriculum; Medical education; Volunteered geographic information,,10.1007/978-94-007-4587-2_19,41583144
134-491-801-483-654,Technologies to Support Community Flood Disaster Risk Reduction,2016-06-17,2016,journal article,International Journal of Disaster Risk Science,20950055; 21926395,Springer Science and Business Media LLC,United States,Ian McCallum; Wei Liu; Linda See; Reinhard Mechler; Adriana Keating; Stefan Hochrainer-Stigler; Junko Mochizuki; Steffen Fritz; Sumit Dugar; Miguel Arestegui; Michael Szoenyi; Juan Carlos Laso Bayas; Peter Burek; Adam French; Inian Moorthy,"Floods affect more people globally than any other type of natural hazard. Great potential exists for new technologies to support flood disaster risk reduction. In addition to existing expert-based data collection and analysis, direct input from communities and citizens across the globe may also be used to monitor, validate, and reduce flood risk. New technologies have already been proven to effectively aid in humanitarian response and recovery. However, while ex-ante technologies are increasingly utilized to collect information on exposure, efforts directed towards assessing and monitoring hazards and vulnerability remain limited. Hazard model validation and social vulnerability assessment deserve particular attention. New technologies offer great potential for engaging people and facilitating the coproduction of knowledge",7,2,198,204,Environmental resource management; Engineering; Vulnerability; Emerging technologies; Coproduction; Social vulnerability; Disaster risk reduction; Natural hazard; Sustainable development; Flood myth; Environmental planning,,10.1007/s13753-016-0086-5,2444013611
135-360-535-210-851,"Volunteered geographic information: key questions, concepts and methods to guide emerging research and practice",2008-07-24,2008,journal article,GeoJournal,03432521; 15729893,Springer Netherlands,Netherlands,Sarah Elwood,,72,3,133,135,Geomatics; World Wide Web; Spatial data infrastructure; Mashup; Web mapping; Neogeography; Web service; Knowledge management; Volunteered geographic information; Geospatial analysis,,,2074224104
135-516-451-733-047,Are Crowdsourced Datasets Suitable for Specialized Routing Services? Case Study of OpenStreetMap for Routing of People with Limited Mobility,2017-06-09,2017,journal article,Sustainability,20711050,MDPI AG,Switzerland,Amin Mobasheri; Yeran Sun; Lukas Loos; Ahmed Loai Ali,"Nowadays, Volunteered Geographic Information (VGI) has increasingly gained attractiveness to both amateur users and professionals. Using data generated from the crowd has become a hot topic for several application domains including transportation. However, there are concerns regarding the quality of such datasets. As one of the most famous crowdsourced mapping platforms, we analyze the fitness for use of OpenStreetMap (OSM) database for routing and navigation of people with limited mobility. We assess the completeness of OSM data regarding sidewalk information. Relevant attributes for sidewalk information such as sidewalk width, incline, surface texture, etc. are considered, and through both extrinsic and intrinsic quality analysis methods, we present the results of fitness for use of OSM data for routing services of disabled persons. Based on empirical results, it is concluded that OSM data of relatively large spatial extents inside all studied cities could be an acceptable region of interest to test and evaluate wheelchair routing and navigation services, as long as other data quality parameters such as positional accuracy and logical consistency are checked and proved to be acceptable. We present an extended version of OSMatrix web service and explore how it is employed to perform spatial and temporal analysis of sidewalk data completeness in OSM. The tool is beneficial for piloting activities, whereas the pilot site planners can query OpenStreetMap and visualize the degree of sidewalk data availability in a certain region of interest. This would allow identifying the areas that data are mostly missing and plan for data collection events. Furthermore, empirical results of data completeness for several OSM data indicators and their potential relation to sidewalk data completeness are presented and discussed. Finally, the article ends with an outlook for future research study in this area",9,6,997,,Data collection; Data quality; Data science; Open data; Wheelchair; Limited mobility; Web service; Completeness (statistics); Computer science; Volunteered geographic information,,10.3390/su9060997,2622715095
135-911-736-569-498,Geometric quality assessment of trajectory‐generated VGI road networks based on the symmetric arc similarity,2017-01-13,2017,journal article,Transactions in GIS,13611682; 14679671,Wiley,United Kingdom,Haiyang Lyu; Yehua Sheng; Ningning Guo; Baoqun Huang; Siyang Zhang,"As large amounts of trajectories from a wide variety of Volunteered Geographic Information (referred to as VGI) contributors pour into the spatial database, the geometric qualities of the VGI road networks generated from these trajectories are different from the ground truth road dataset and so need to be differently assessed. To address this issue, an assessment approach based on symmetric arc similarity is proposed, and the geometric quality of a VGI road network is assessed by its conformity with the corresponding ground truth road network, the results being visualized as hierarchical thematic maps. To compute the conformity, the geometric similarity between the VGI road arc and the corresponding ground truth road arc, which is selected by the adaptive searching distance, is measured based on the symmetric arc similarity method; the geometric quality is assessed based on an assessment matrix. Also, the symmetric arc similarity method is independent of directions and with a feature of shift-independence, which is applicable to assess the geometric qualities of different VGI road networks and makes the assessment result consistent with the actual situation of the real world. The robustness and scalability of the approach are examined using VGI road networks from different sources.",21,5,984,1009,Data mining; Trajectory; Matrix (mathematics); Ground truth; Spatial database; Geography; Scalability; Volunteered geographic information; Thematic map; Robustness (computer science),,10.1111/tgis.12256,2576501368
